1 ,2024-10-09-17:41:20, cd
2 ,2024-10-09-17:41:38, ls
3 ,2024-10-09-17:42:09, cd W02-Practice
4 ,2024-10-09-17:42:11, ls
5 ,2024-10-09-17:44:06, mkdir [data]
6 ,2024-10-09-17:44:08, ls
7 ,2024-10-09-17:44:19, cd data
8 ,2024-10-09-17:45:03, rm -r [data]
9 ,2024-10-09-17:45:12, ls
10 ,2024-10-09-17:45:18, mkdir data
11 ,2024-10-09-17:45:19, ls
12 ,2024-10-09-17:45:24, cd data
13 ,2024-10-09-17:45:41, mkdir code
14 ,2024-10-09-17:45:51, history
15 ,2024-10-09-17:46:13, print-history
16 ,2024-10-09-17:46:47, pwd
17 ,2024-10-09-17:48:05, print-history > ./data/bash_history.csv
18 ,2024-10-09-17:49:05, cd W02-Practice
19 ,2024-10-09-17:49:44, ~cd
20 ,2024-10-09-17:50:45, cd ~
21 ,2024-10-09-17:50:54, cd files
22 ,2024-10-09-17:50:55, ls
23 ,2024-10-09-17:51:04, cd W02-Practice
24 ,2024-10-09-17:51:20, print-history > ./data/bash_history.csv
25 ,2024-10-09-17:51:31, print-history > ./data/bash_history.csv
